id,character,title,voice_line,requirements,about,nation
146,Neuvillette,About Neuvillette: The Weeping Hydro Dragon,"So you have heard of that local legend as well? *sigh* Who told you about that? Or more pertinently, who was responsible for spreading it in the first place... Well, never mind. I don't think that the Hydro Dragon would ""weep,"" per se. I think he just finds himself a little stirred when he gets a taste of the tears that have been shed on this land, on account of all the emotions they contain.",Friendship Lv. 4,,Fontaine
147,Neuvillette,About Neuvillette: The Meaning of Trials,"This is a topic that's been discussed ad nauseum... I don't mean to condescend to humanity, but it is quite clear to me that society's concepts of justice, fairness, equality, and rule of law are not equivalent, and can never be. Now of course, water always seeks its own level, and it was in this spirit that the previous Hydro Archon, Egeria, hoped to achieve universal equality by connecting all things with love. Her successor chose instead to seek equality by means of the law. But ultimately, due to various external factors, this unfortunately manifested itself in the distorted form of trials for the sake of trials. Nevertheless, there are reasons for everything. I should refrain from criticizing her.",Masquerade of the Guilty,,Fontaine
148,Neuvillette,About Us: Witness,"Since you hail from beyond the stars, I invite you to be my witness as I judge this upended world. ""This realm dismantled was of the Formidable Father himself, but what now reigns here is a cluster of filthy feathers. Though we live in a world of disarray, I shall undertake to restore all that has been broken.""",Masquerade of the Guilty,,Fontaine
149,Neuvillette,About Us: The Human World,"The time that I have spent living among the citizens of Fontaine, and traveling with you, has transformed my views. Besides this, I pardoned the sins of humanity long ago, so I can promise you that my future judgments will not cause any harm to the common folk. Nevertheless, my grievances with the usurpers have yet to be settled... They owe a debt of blood that shall not be forgotten.",Friendship Lv. 6; Masquerade of the Guilty,,Fontaine
150,Neuvillette,About the Vision: I,"I was once advised to wear a counterfeit Vision, so that I might more easily intervene during moments of crisis. To be quite frank, I was not enamored by this suggestion, nor the implication that one must only exercise the power that is rightfully theirs under false pretenses. With that said, however, I have developed a newfound appreciation for the value of human yearning and determination having spent considerable time around Vision-bearing humans.",Friendship Lv. 4; Cataclysm's Quickening,,Fontaine
151,Neuvillette,About the Vision: II,Excuse me? You're saying even some members of The Seven don a counterfeit Vision before mingling with their people? Ha... My apologies — I was just caught off guard by the absurdity of the situation.,Friendship Lv. 4; Cataclysm's Quickening,,Fontaine
152,Neuvillette,Something to Share: Laws,"Fontaine does have some rather intriguing laws on its books. For instance, ""it is forbidden to release any flying objects during the first three days of each month,"" ""during the dry season, all bivalves that wash ashore belong to the Hydro Archon, while other mollusks belong to the people,"" ""no domestic pets shall be named after Furina,"" ""tomato ketchup is to be consumed in restaurants only as a condiment, never on its own,"" and, finally, ""Melusines are to be addressed using she/her pronouns, never the impersonal it/its""... That last one was my personal contribution.",,,Fontaine
153,Neuvillette,Something to Share: Rainy Days,"Some days, my mind wanders, and I fantasize about walking into the rain... *sigh* Ah, but don't worry, my flights of fancy don't distract me from my work.",,,Fontaine
154,Neuvillette,Interesting Things: Vishaps,"The Vishaps' ancestry can be traced directly back to the Fontemer, which is why they are so adept at evolution. I am reminded of an old custom that the dragons once observed: We would take a sip of our perished young brethren's blood. Whenever the tides are disrupted by the motion of the moon and stars, the water within the bodies of us Hydro organisms surges up towards our heads, reminding us that our deceased kin will soon be revived.",Cataclysm's Quickening,,Fontaine
155,Neuvillette,Interesting Things: Humans,"From my observations, humans have a tendency to view themselves as being in opposition with nature. And whenever this point is raised, someone is always quick to respond by declaring that humans are in fact a part of nature, like any other organism. To someone like me, however, who knows an inkling of the truth, what would be most beneficial is if human civilization and the natural world of this planet could seek ways to co-exist with one another.",,,Fontaine
156,Neuvillette,About the Geo Archon,"Nothing will stop me from rendering judgment on each of The Seven. As the Archon who won the Authority of Geo, Deus Auri must be called to trial. If one does not wish to see us on opposite sides of a conflict, they need not worry, for I intend to stay in Fontaine for the foreseeable future, which could well mean another four hundred years. As another point of consolation, even when the trial eventually takes place, it is still not a given that the judgment will lead to a physical confrontation.",Friendship Lv. 6; Masquerade of the Guilty,Zhongli,Fontaine
157,Neuvillette,About the Anemo Archon,"I shall fulfill my vow to judge all of The Seven in turn, even if the sky should fall and the ground give way. As the recipient of the Authority of Anemo, the God of Breeze and Hope must also stand trial. ...Hmm? He spends most of his time being a harmless drunkard, you say? Well, even so, I must meet him for myself and proceed from there.",Friendship Lv. 6; Masquerade of the Guilty,Venti,Fontaine
158,Neuvillette,About the Electro Archon,"As a survivor of the dragon race who has regained my full dragonhood, I must fulfill my oath and obligations even if it means returning all the water in the oceans back to the heavens. In taking the Authority of Electro, the Narukami placed herself on the list of the usurpers. Oh, so she has isolated herself in the Plane of Euthymia, and now rarely appears in public? Then I shall pay her a visit in another few centuries.",Friendship Lv. 6; Masquerade of the Guilty,Raiden Shogun,Fontaine
159,Neuvillette,About the Dendro Archon,"Though the day will come when I put her on trial, I must commend the God of Verdure on her sense of responsibility. Few things are without flaws in this world, but the devotion and benevolence she displays are a testament to her commitment to continued progress. I felt enormous regret when I learned of the mistreatment she has endured over the past five hundred years.",Friendship Lv. 6; Masquerade of the Guilty,Nahida,Fontaine
160,Neuvillette,About Wriothesley,"Wriothesley is a trustworthy man. I fought hard for the title and reputation he now has. I expect you to think that I've simply been duped by his flattery and appearance of loyalty... But to that, I would quote the Inazuman proverb: ""The words unspoken are the flower."" Which means, some things are best left unsaid.",Friendship Lv. 4,Wriothesley,Fontaine
161,Neuvillette,About Clorinde,"Clorinde's peerless skills have made her the most powerful Champion Duelist in our nation. As a successor to the Marechaussee Hunters of old, she plays a vital role in ensuring the fairness and impartiality of the courtroom. Also, she's actually not as stoic as she might appear.",Friendship Lv. 4,Clorinde,Fontaine
162,Neuvillette,About Lyney and Lynette,"Their performances are just fascinating, don't you think? They draw you into a magical world where, on one hand, everything that takes place is part of an elaborate deception — but on the other, all manner of miracles are possible if you are only willing to believe.",Friendship Lv. 4,Lynette; Lyney,Fontaine
163,Neuvillette,About Sigewinne,"I don't know how Sigewinne is faring these days. But if I hear so much as the whiff of a rumor that she's being bullied, I shall summon Wriothesley here and demand an explanation. She's so kind and vulnerable... She brought me some Kamera film the last time she visited, and asked to listen to more of my commentary on the water of Natlan... How long is it until her next vacation?",Friendship Lv. 4,Sigewinne,Fontaine
164,Neuvillette,About Furina,"Now, the curtain has finally fallen on her ""performance""... The character she portrayed was an imaginary one, yet in playing that role she fulfilled her duties... Though she is meek and full of doubt by nature, she was able to use madness to stiffen her resolve and see her duty through to its conclusion. The work that she has done over the centuries is truly immense. If she were to ever make a return to the stage, I should personally attend the performance and give her my heartfelt applause... Yes, I must do so when the opportunity arises.",Friendship Lv. 4; Masquerade of the Guilty,Furina,Fontaine
165,Neuvillette,About Navia,"I regret to say that after my various interactions with her — such as when I inadvertently angered her, and when I accepted her apology — and even now, in spite of the guilt I continue to feel over what happened to her father, I feel... very distant from her, as if I'm observing the starry sky from the bottom of a deep lake. It is by no means intentional, and I also know it is not something that I can easily make up for. Unlike water, emotion does not settle quickly once agitated, nor is it naturally inclined towards equilibrium.",Friendship Lv. 4; As Light Rain Falls Without Reason,Navia,Fontaine
